SampleID,FieldID,Date collected,Lat,Long,SamplingMethod,Month,Sector
KBIMP_003_E7,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_E8,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_E9,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_E10,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_E11,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_E12,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_F1,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_F2,CBAY0046,01-Aug-24,69.119312,-105.127489,Sweep net,Aug,CBAY
KBIMP_003_F3,CBAY0041,01-Aug-24,69.147755,-105.1927579,Sweep net,Aug,CBAY
KBIMP_003_F4,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F5,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F6,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F7,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F8,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F9,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F10,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F11,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_F12,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_G1,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_G2,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_G3,CBAY0050,01-Aug-24,69.158205,-105.190377,Sweep net,Aug,CBAY
KBIMP_003_H5,CBAY0044,01-Aug-24,69.167666,-105.195481,Sweep net,Aug,CBAY
KBIMP-_005_F7,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_F8,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_F9,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_F10,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_F11,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_F12,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G1,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G2,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G3,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G4,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G5,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G6,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G7,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G8,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G9,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G10,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G11,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_G12,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_H1,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_H2,CBAY0027,01-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_002_H7,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_002_H8,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_002_H9,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_002_H10,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_002_H11,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A1,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A2,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A3,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A4,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A5,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A6,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A7,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP_003_A8,CBAY0060,02-Aug-24,69.132277,-104.988613,Sweep net,Aug,CBAY
KBIMP-_006_G3,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D1,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D2,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D3,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D4,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D5,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D6,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D7,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D8,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D9,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D10,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D11,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_D12,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E1,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E2,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E3,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E4,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E5,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E6,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_005_E7,CBAY0035,02-Aug-24,69.128939,-104.994109,Sweep net,Aug,CBAY
KBIMP-_006_C8,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_C9,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_C10,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_C11,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_C12,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D1,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D2,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D3,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D4,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D5,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_D6,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP-_006_G1,CBAY0055,02-Aug-24,69.14212,-104.947332,Sweep net,Aug,CBAY
KBIMP_003_G5,CBAY0069,03-Aug-24,69.090294,-105.225557,Sweep net,Aug,CBAY
KBIMP_003_G6,CBAY0069,03-Aug-24,69.090294,-105.225557,Sweep net,Aug,CBAY
KBIMP_002_F12,CBAY0066,05-Aug-24,69.11194444,-104.9858333,Sweep net,Aug,CBAY
KBIMP_002_G1,CBAY0066,05-Aug-24,69.11194444,-104.9858333,Sweep net,Aug,CBAY
KBIMP_002_G2,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G3,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G4,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G5,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G6,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G7,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_002_G8,CBAY0072,05-Aug-24,69.17888889,-104.8227778,Sweep net,Aug,CBAY
KBIMP_003_C1,CBAY0062,05-Aug-24,69.12861111,-104.9897222,Sweep net,Aug,CBAY
KBIMP_003_C2,CBAY0062,05-Aug-24,69.12861111,-104.9897222,Sweep net,Aug,CBAY
KBIMP_003_C3,CBAY0062,05-Aug-24,69.12861111,-104.9897222,Sweep net,Aug,CBAY
KBIMP_003_C4,CBAY0062,05-Aug-24,69.12861111,-104.9897222,Sweep net,Aug,CBAY
KBIMP_003_C5,CBAY0062,05-Aug-24,69.12861111,-104.9897222,Sweep net,Aug,CBAY
KBIMP_003_C6,CBAY0067,03-Aug-24,69.096233,-105.274031,Sweep net,Aug,CBAY
KBIMP_003_C7,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_C8,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_C9,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_C10,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_C11,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_C12,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_D1,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_D2,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_D3,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_D4,CBAY0073,05-Aug-24,69.20527778,-104.7755556,Sweep net,Aug,CBAY
KBIMP_003_G7,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_G8,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_G9,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_G10,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_G11,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_G12,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_H1,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_H2,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_H3,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP_003_H4,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B4,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B5,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B6,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B7,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B8,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B9,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B10,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B11,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_B12,CBAY0071,05-Aug-24,69.14305556,-104.9475,Sweep net,Aug,CBAY
KBIMP-_005_H3,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H4,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H5,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H6,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H7,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H8,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H9,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H10,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_005_H11,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A1,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A2,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A3,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A4,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A5,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A6,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A7,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A8,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A9,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A10,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_A11,CBAY0034,05-Aug-24,69.128611,-104.987222,Malaise trap,Aug,CBAY
KBIMP-_006_F3,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F4,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F5,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F6,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F7,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F8,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F9,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F10,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F11,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP-_006_F12,CBAY0042,05-Aug-24,69.20535,-104.77646,Malaise trap,Aug,CBAY
KBIMP_002_G9,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_G10,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_G11,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_G12,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H1,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H2,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H3,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H4,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H5,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_002_H6,CBAY0065,07-Aug-24,69.121222,-105.045298,Sweep net,Aug,CBAY
KBIMP_003_A9,CBAY0070,07-Aug-24,69.119088,-105.27378,Sweep net,Aug,CBAY
KBIMP_003_A10,CBAY0070,07-Aug-24,69.119088,-105.27378,Sweep net,Aug,CBAY
KBIMP_003_A11,CBAY0070,07-Aug-24,69.119088,-105.27378,Sweep net,Aug,CBAY
KBIMP_003_A12,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B1,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B2,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B3,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B4,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B5,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B6,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B7,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B8,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B9,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B10,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B11,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_B12,CBAY0078,07-Aug-24,69.132886,-105.463173,Sweep net,Aug,CBAY
KBIMP_003_H6,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_003_H7,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_003_H8,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_003_H9,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_003_H10,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_003_H11,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A1,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A2,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A3,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A4,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A5,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A6,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A7,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A8,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A9,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_A10,CBAY0045,07-Aug-24,69.13281,-105.4632,Malaise trap,Aug,CBAY
KBIMP_004_C7,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_C8,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_C9,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_C10,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_C11,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_C12,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_D1,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_D2,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_D3,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_D4,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E3,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E4,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E5,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E6,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E7,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E8,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E9,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E10,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP_004_E11,CBAY0052,07-Aug-24,69.132477,-104.988683,Malaise trap,Aug,CBAY
KBIMP-_005_A2,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A3,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A4,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A5,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A6,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A7,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A8,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A9,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A10,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A11,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_A12,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_B1,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_B2,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_005_B3,CBAY0051,07-Aug-24,69.158448,-105.19093,Malaise trap,Aug,CBAY
KBIMP-_007_G10,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_G11,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_G12,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H1,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H2,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H3,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H4,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H5,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H6,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H7,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_007_H8,KGLTK0003,07-Aug,67 48. 2830,115 13.8697,Malaise trap,Aug,KGLTK
KBIMP-_008_C9,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_C10,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_C11,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_C12,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D1,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D2,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D3,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D4,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D5,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_D6,KGLTK0010,08-Aug,67 48. 5989,115 07.5302,Malaise trap,Aug,KGLTK
KBIMP-_008_A9,KGLTK0036,14-Aug,67 49. 4971,115 05. 3919,Malaise trap,Aug,KGLTK
