Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,COI-5P Seq. Length,COI-5P Trace Count,COI-5P Accession,COII Seq. Length,COII Trace Count,COII Accession,Image Count,Barcode Compliant,Contamination,Stop Codon,Flagged Record,Collection Date,Identification,Life Stage,Extra Info,Voucher Type,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Tribe,Genus,Species,Subspecies,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
NBPSI,NBPSI040-11,Chu_Sivio_03,,BOLD:AAB1115,ROM:2010271:P.Schaefer:Chu_Sivio_03,658[0n],2,,0[n],,,1,Yes,,,,12-Jul-10,Simulium violator,I,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium violator,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",21-Jun-10,Canada,Ontario,,,Moosonee,51.2777,-80.6478,,,,,,,,,,,,,
NBPSI,NBPSI123-11,Goo_Simur_01,Goo_Simur_01,BOLD:AAB5899,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Simulium murmanum,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium murmanum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",21-Jun-10,Canada,Ontario,,,Moosonee,51.2777,-80.6478,,,,,,,,,,,,,
NBPSI,NBPSI124-11,Goo_Simur_02,Goo_Simur_02,BOLD:AAB5899,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Simulium murmanum,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium murmanum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",21-Jun-10,Canada,Ontario,,,Moosonee,51.2462,-80.6728,,,,,,,,,,,,,
NBPSI,NBPSI125-11,Goo_Simur_03,Goo_Simur_03,BOLD:AAB5899,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Simulium murmanum,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium murmanum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",24-Jun-10,Canada,Ontario,,,Moosonee,51.2447,-80.6777,,,,,,,,,,,,,
NBPSI,NBPSI126-11,Goo_Simur_04,Goo_Simur_04,BOLD:AAB5899,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Simulium murmanum,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium murmanum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",18-Jun-10,Canada,Ontario,,,Moosonee,51.2803,-80.6425,,,,,,,,,,,,,
NBPSI,NBPSI127-11,Goo_Simur_05,Goo_Simur_05,BOLD:AAB5899,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Simulium murmanum,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium murmanum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",18-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.2305,-60.4554,,,,,,,,,,,,,
NBPSI,NBPSI114-11,Goo_Sisil_01,Goo_Sisil_01,BOLD:AAA8323,,658[0n],4,,0[n],,,1,Yes,,,,18-Jun-10,Simulium silvestre,I,18 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium silvestre,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",18-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.2305,-60.4554,,,,,,,,,,,,,
NBPSI,NBPSI115-11,Goo_Sisil_02,Goo_Sisil_02,BOLD:AAA8323,,658[0n],4,,0[n],,,1,Yes,,,,18-Jun-10,Simulium silvestre,I,18 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium silvestre,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",18-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.2305,-60.4554,,,,,,,,,,,,,
NBPSI,NBPSI116-11,Goo_Sisil_03,Goo_Sisil_03,BOLD:AAA8323,,658[0n],4,,0[n],,,1,Yes,,,,18-Jun-10,Simulium silvestre,I,18 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium silvestre,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5499,-60.6882,,,,,,,,,,,,,
NBPSI,NBPSI117-11,Goo_Stdip_01,Goo_Stdip_01,BOLD:AAB7515,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Stegopterna diplomutata/mutata,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna diplomutata/mutata,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5499,-60.6882,,,,,,,,,,,,,
NBPSI,NBPSI118-11,Goo_Stdip_02,Goo_Stdip_02,,,0[n],4,,0[n],,,1,No,,,,17-Jun-10,Stegopterna diplomutata/mutata,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna diplomutata/mutata,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5499,-60.6882,,,,,,,,,,,,,
NBPSI,NBPSI119-11,Goo_Stdip_03,Goo_Stdip_03,,,0[n],4,,0[n],,,1,No,,,,17-Jun-10,Stegopterna diplomutata/mutata,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna diplomutata/mutata,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5499,-60.6882,,,,,,,,,,,,,
NBPSI,NBPSI120-11,Goo_Stdip_04,Goo_Stdip_04,BOLD:ABY9842,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Stegopterna diplomutata/mutata,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna diplomutata/mutata,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, S. Loboda, M. Blair, C. Roussel",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5499,-60.6882,,,,,,,,,,,,,
NBPSI,NBPSI121-11,Goo_Stdip_05,Goo_Stdip_05,BOLD:ABY9842,,658[0n],4,,0[n],,,1,Yes,,,,17-Jun-10,Stegopterna diplomutata/mutata,I,17 vi 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna diplomutata/mutata,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",13-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.722,-93.84,,,,,,,,,,,,,
NBPSI,NBPSI318-13,IQ01_COIF,IQ01_COIF,BOLD:ACE4392,,609[0n],,,561[0n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, P. Schaefer,  A. Solecki, J. Aker",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5174,-60.6574,,,,,,,,,,,,,
NBPSI,NBPSI351-14,IQ02_COIF,IQ02_COIF,BOLD:ACE4392,,596[0n],,,562[0n],,,,No,,COII,,01-Jul-10,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,P. Schaefer,patrick.schaefer@mail.utoronto.ca,,,"C. Buddle, P. Schaefer,  A. Solecki, J. Aker",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5174,-60.6574,,,,,,,,,,,,,
NBPSI,NBPSI319-13,IQ03_COIF,IQ03_COIF,BOLD:ACE4392,,609[0n],,,561[3n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, P. Schaefer,  A. Solecki, J. Aker",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5174,-60.6574,,,,,,,,,,,,,
NBPSI,NBPSI320-13,IQ04_COIF,IQ04_COIF,BOLD:ACE4392,,609[0n],,,561[5n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, P. Schaefer,  A. Solecki, J. Aker",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5174,-60.6574,,,,,,,,,,,,,
NBPSI,NBPSI321-13,IQ05_COIF,IQ05_COIF,BOLD:ACE4392,,609[0n],,,561[13n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"C. Buddle, P. Schaefer,  A. Solecki, J. Aker",17-Jun-10,Canada,Newfoundland and Labrador,,,Goose Bay,53.5174,-60.6574,,,,,,,,,,,,,
NBPSI,NBPSI322-13,IQ06_COIF,IQ06_COIF,BOLD:ACE4392,,609[0n],,,561[6n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",29-Jul-10,Canada,Quebec,,,Schefferville,54.669,-66.6027,,,,,,,,,,,,,
NBPSI,NBPSI323-13,IQ07_COIF,IQ07_COIF,BOLD:ACE4392,,609[0n],,,561[5n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",29-Jul-10,Canada,Quebec,,,Schefferville,54.669,-66.6027,,,,,,,,,,,,,
NBPSI,NBPSI324-13,IQ09_COIF,IQ09_COIF,BOLD:ACE4392,,609[0n],,,561[1n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",29-Jul-10,Canada,Quebec,,,Schefferville,54.669,-66.6027,,,,,,,,,,,,,
NBPSI,NBPSI325-13,IQ10_COIF,IQ10_COIF,BOLD:ACE4392,,609[0n],,,561[2n],,,,No,,,,,Stegopterna sp.,,,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna sp.,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8652,-67.0194,,,,,,,,,,,,,
NBPSI,NBPSI170-11,Iqa_Gyhol_01,Iqa_Gyhol_01,BOLD:AAE6854,,658[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Gymnopais holopticoides,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Gymnopais,Gymnopais holopticoides,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,Previous ID: Gymnopias holopticoides,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8652,-67.0194,,,,,,,,,,,,,
NBPSI,NBPSI171-11,Iqa_Gyhol_02,Iqa_Gyhol_02,BOLD:AAE6854,,658[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Gymnopais holopticoides,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Gymnopais,Gymnopais holopticoides,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,Previous ID: Gymnopias holopticoides,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8652,-67.0194,,,,,,,,,,,,,
NBPSI,NBPSI172-11,Iqa_Gyhol_03,Iqa_Gyhol_03,BOLD:AAE6854,,658[0n],4,,0[n],,,1,Yes,,,,24-Jul-10,Gymnopais holopticoides,I,24 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Gymnopais,Gymnopais holopticoides,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,Previous ID: Gymnopias holopticoides,"D. Giberson, S. Loboda, M. Blair, C. Roussel",07-Jul-10,Canada,Quebec,,,Schefferville,54.8072,-66.8029,,,,,,,,,,,,,
NBPSI,NBPSI173-11,Iqa_Mebor_01,Iqa_Mebor_01,BOLD:AAB3041,,658[0n],4,,0[n],,,1,Yes,,,,23-Jul-10,Metacnephia borealis,I,23 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Metacnephia,Metacnephia borealis,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",07-Jul-10,Canada,Quebec,,,Schefferville,54.8072,-66.8029,,,,,,,,,,,,,
NBPSI,NBPSI174-11,Iqa_Mebor_02,Iqa_Mebor_02,,,658[0n],4,,0[n],,,1,Yes,,,Yes,22-Jul-10,Simulium decorum,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",07-Jul-10,Canada,Quebec,,,Schefferville,54.8072,-66.8029,,,,,,,,,,,,,
NBPSI,NBPSI175-11,Iqa_Mebor_03,Iqa_Mebor_03,BOLD:AAB3041,,658[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Metacnephia borealis,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Metacnephia,Metacnephia borealis,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI165-11,Iqa_Prurs_01,Iqa_Prurs_01,BOLD:ACR4456,,627[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Prosimulium ursinum,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI166-11,Iqa_Prurs_02,Iqa_Prurs_02,BOLD:ACR4456,,631[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Prosimulium ursinum,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI167-11,Iqa_Prurs_03,Iqa_Prurs_03,BOLD:ACR4456,,658[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Prosimulium ursinum,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI168-11,Iqa_Prurs_04,Iqa_Prurs_04,BOLD:ACR4456,,658[0n],4,,0[n],,,1,Yes,,,,24-Jul-10,Prosimulium ursinum,I,24 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI169-11,Iqa_Prurs_05,Iqa_Prurs_05,BOLD:ACR4456,,658[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Prosimulium ursinum,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Prosimuliini,Prosimulium,Prosimulium ursinum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI184-11,Iqa_Sibaf_01,Iqa_Sibaf_01,BOLD:AAC0730,,658[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Simulium baffinense,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium baffinense,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI185-11,Iqa_Sibaf_02,Iqa_Sibaf_02,BOLD:AAC0730,,658[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Simulium baffinense,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium baffinense,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI186-11,Iqa_Sibaf_03,Iqa_Sibaf_03,,,621[0n],4,,0[n],,,1,Yes,,,Yes,18-Jul-10,Stegopterna emergens,I,18 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI187-11,Iqa_Sibaf_04,Iqa_Sibaf_04,BOLD:AAC0730,,656[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Simulium baffinense,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium baffinense,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI188-11,Iqa_Sibaf_05,Iqa_Sibaf_05,BOLD:AAC0730,,658[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Simulium baffinense,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium baffinense,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI179-11,Iqa_Sidec_01,Iqa_Sidec_01,BOLD:ACZ4859,,637[0n],4,,0[n],,,1,Yes,,,,20-Jul-10,Simulium decorum,I,20 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",11-Jul-10,Canada,Quebec,,,Schefferville,54.9053,-67.1505,,,,,,,,,,,,,
NBPSI,NBPSI180-11,Iqa_Sidec_02,Iqa_Sidec_02,BOLD:ACZ4859,,658[0n],4,,0[n],,,1,Yes,,,,20-Jul-10,Simulium decorum,I,20 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI181-11,Iqa_Sidec_03,Iqa_Sidec_03,BOLD:ACZ4859,,658[0n],4,,0[n],,,1,Yes,,,,20-Jul-10,Simulium decorum,I,20 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI182-11,Iqa_Sidec_04,Iqa_Sidec_04,BOLD:ACZ4859,,658[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Simulium decorum,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",09-Jul-10,Canada,Quebec,,,Schefferville,54.9031,-67.1477,,,,,,,,,,,,,
NBPSI,NBPSI183-11,Iqa_Sidec_05,Iqa_Sidec_05,BOLD:ACZ4859,,658[0n],4,,0[n],,,1,Yes,,,,22-Jul-10,Simulium decorum,I,22 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8343,-66.689,,,,,,,,,,,,,
NBPSI,NBPSI189-11,Iqa_Sivit_01,Iqa_Sivit_01,BOLD:AAA4121,,658[0n],4,,0[n],,,1,Yes,,,,21-Aug-10,Simulium vittatum,A,"17-21 vii, 2010",,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium vittatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8343,-66.689,,,,,,,,,,,,,
NBPSI,NBPSI190-11,Iqa_Sivit_02,Iqa_Sivit_02,BOLD:AAA4121,,658[0n],4,,0[n],,,1,Yes,,,,21-Aug-10,Simulium vittatum,A,"17-21 vii, 2010",,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium vittatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Giberson, S. Loboda, M. Blair, C. Roussel",03-Jul-10,Canada,Quebec,,,Schefferville,54.8343,-66.689,,,,,,,,,,,,,
NBPSI,NBPSI191-11,Iqa_Sivit_03,Iqa_Sivit_03,BOLD:AAA4121,,658[0n],4,,0[n],,,1,Yes,,,,21-Aug-10,Simulium vittatum,A,"17-21 vii, 2010",,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,Simuliini,Simulium,Simulium vittatum,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",13-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.722,-93.84,,,,,,,,,,,,,
NBPSI,NBPSI176-11,Iqa_Steme_01,Iqa_Steme_01,BOLD:ACE4392,,597[1n],4,,0[n],,,1,Yes,,,,19-Jul-10,Stegopterna emergens,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",13-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.722,-93.84,,,,,,,,,,,,,
NBPSI,NBPSI177-11,Iqa_Steme_02,Iqa_Steme_02,BOLD:ACE4392,,624[0n],4,,0[n],,,1,Yes,,,,18-Jul-10,Stegopterna emergens,I,18 vii 2010,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",13-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.722,-93.84,,,,,,,,,,,,,
NBPSI,NBPSI178-11,Iqa_Steme_03,Iqa_Steme_03,BOLD:ACE4392,,630[0n],4,,0[n],,,1,Yes,,,,19-Jul-10,Stegopterna emergens,I,19 vii 2010.,,Royal Ontario Museum,,Arthropoda,Insecta,Diptera,Simuliidae,Simuliinae,,Stegopterna,Stegopterna emergens,,Patrick Schaefer,patrick.schaefer@utoronto.ca,,,"D. Currie, P. Schaefer",09-Jul-10,Canada,Manitoba,Churchill,,Churchill,58.736,-93.798,,,,,,,,,,,,,
