catalogNumber,recordedBy,individualCount,lifeStage,preparations,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,scientificName,eventId,eventDate,beginDate,endDate,verbatimEventDate,continent,country,stateProvince,locality,latitude,longitude,verbatimLatitude,verbatimLongitude,samplingProtocol,eventRemarks
ROME206352,DC Currie; P. Schaefer,1,Adults,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,murmanum,"Enderlein, 1935","Simulium murmanum Enderlein, 1935",ROM002010501,2010-06-18/2010-06-21,2010-06-18,2010-06-21,18-21 Jun 2010,North America,Canada,Ontario,"Mesic 1 - next to sewage lagoon, ca. 2 km SW town",51.2462167,-80.6728167,51°14.773'N,80°40.369'W,Malaise trap,"20 scintillation vials, 10 cryo vials; BIOLOT# 39791 (Diptera: Simuliidae &amp; Culicidae)"
ROME206353,DC Currie,8,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,noelleri,"Friederichs, 1920","Simulium noelleri Friederichs, 1920",ROM002003219,2003-07-21,2003-07-21,2003-07-21,21 Jul 2003,North America,Canada,Nunavut,0.25-0.5m outlet tundra pool,62.8468667,-92.1527667,"62°50.812'0""N","92°9.166'0""W",Aquatic,"temp 19°C, immature blackflies"
ROME206354,DC Currie,5,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,noelleri,"Friederichs, 1920","Simulium noelleri Friederichs, 1920",ROM002003215,2003-07-18,2003-07-18,2003-07-18,18 Jul 2003,North America,Canada,Nunavut,"Rankin Inlet, tundra pond outlet near end of airport runway",62.8153833,-92.1453333,"62°48.923'0""N","92°8.72'0""W",Aquatic,immature blackflies
ROME206355,DC Currie,4,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,noelleri,"Friederichs, 1920","Simulium noelleri Friederichs, 1920",ROM002003202,2003-07-09,2003-07-09,2003-07-09,9 Jul 2003,North America,Canada,Nunavut,vic. Arviat,61.1792667,-94.1348833,"61°10.756'0""N","94°8.093'0""W",Aquatic,immature blackflies
ROME206356,DC Currie,10,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,noelleri,"Friederichs, 1920","Simulium noelleri Friederichs, 1920",ROM002003201,2003-07-09,2003-07-09,2003-07-09,9 Jul 2003,North America,Canada,Nunavut,ca. 12 km NW town,61.21335,-94.1078167,"61°12.801'0""N","94°6.469'0""W",Aquatic,"temp 13.5°C, immature blackflies"
ROME206357,DC Currie,5,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,rostratum,"(Lundström, 1911)","Simulium rostratum (Lundström, 1911)",ROM002003219,2003-07-21,2003-07-21,2003-07-21,21 Jul 2003,North America,Canada,Nunavut,0.25-0.5m outlet tundra pool,62.8468667,-92.1527667,"62°50.812'0""N","92°9.166'0""W",Aquatic,"temp 19°C, immature blackflies"
ROME206358,P. Schaefer,15,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,rostratum,"(Lundström, 1911)","Simulium rostratum (Lundström, 1911)",ROM002010272,2010-07-03,2010-07-03,2010-07-03,3 Jul 2010,North America,Canada,Manitoba,Ramsay Creek at outlet of Ramsay Lake,58.7288167,-93.7832667,58°43.729'N,93°46.996'W,Aquatic,
ROME206359,DC Currie,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,silvestre,"(Rubtsov, 1956)","Simulium silvestre (Rubtsov, 1956)",ROM002003208,2003-07-14,2003-07-14,2003-07-14,14 Jul 2003,North America,Canada,Nunavut,"Baker Lake, 1-2m stony stream just north of government building",64.3230667,-96.0108333,"64°19.384'0""N","96°0.65'0""W",Aquatic,"temp 11°C,  immature blackflies"
ROME206360,DC Currie,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,silvestre,"(Rubtsov, 1956)","Simulium silvestre (Rubtsov, 1956)",ROM002003209,2003-07-14,2003-07-14,2003-07-14,14 Jul 2003,North America,Canada,Nunavut,"Baker Lake, 0.25-1.0m braided roadside stream",64.3211333,-96.04185,"64°19.268'0""N","96°2.511'0""W",Aquatic,"temp 15°C,  immature blackflies"
ROME206362,DC Currie; P. Schaefer,2,Exuviae; Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012203,2012-07-23,2012-07-23,2012-07-23,23 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 8m wide stream between 2 ponds",69.1787,-104.82325,69°10.722'N,104°49.395'W,Aquatic,"Site 5:  100m long, moderate flow, highly productive, 13°C"
ROME206363,DC Currie; P. Schaefer,2,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012204,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 10m wide well flowing stream, west of town",69.1320333,-105.4750667,69°7.922'N,105°28.504'W,Aquatic,"Site 6:  clear water, fast flow, mostly rock and some grass substrate 12°C"
ROME206364,DC Currie; P. Schaefer,1,Exuviae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012205,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 0.2-0.3m wide pond outflow along beach west of town",69.1541833,-105.5384167,69°9.251'N,105°32.305'W,Aquatic,"Site 7:  clear water, slow to moderate flow, mostly grass some rock substrate, 15°C"
ROME206365,DC Currie; P. Schaefer,2,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012218,2012-07-28,2012-07-28,2012-07-28,28 Jul 2012,North America,Canada,Nunavut,0.5m wide pond outlet,69.7703,-108.15835,69°46.218'N,108°9.501'W,Aquatic,Site 20
ROME206366,DC Currie; P. Schaefer,1,Exuviae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012219,2012-07-28,2012-07-28,2012-07-28,28 Jul 2012,North America,Canada,Nunavut,"60m wide rapid, flowing river",69.808,-108.5586667,69°48.48'N,108°33.52'W,Aquatic,Site 21
ROME206367,DC Currie; P. Schaefer,2,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012220,2012-07-28,2012-07-28,2012-07-28,28 Jul 2012,North America,Canada,Nunavut,1-2m wide tundra stream,69.7670167,-108.5492167,69°46.021'N,108°32.953'W,Aquatic,Site 22
ROME206368,DC Currie; P. Schaefer,5,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012221,2012-07-28,2012-07-28,2012-07-28,28 Jul 2012,North America,Canada,Nunavut,100m wide river between West and Merkley Lakes,69.7790167,-108.09745,69°46.741'N,108°5.847'W,Aquatic,"Site 23:  wide, fast flow"
ROME206369,DC Currie; P. Schaefer,10,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012222,2012-07-29,2012-07-29,2012-07-29,29 Jul 2012,North America,Canada,Nunavut,8-10m wide lake inflow,69.8323833,-105.74705,69°49.943'N,105°44.823'W,Aquatic,"Site 24:  stony substrate, some grass, moderate flow. 9°C"
ROME206370,DC Currie; P. Schaefer,10,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012230,2012-07-31,2012-07-31,2012-07-31,31 Jul 2012,North America,Canada,Nunavut,4m wide inflow to Merkly Lake,69.8154833,-108.0124833,69°48.929'N,108°0.749'W,Aquatic,"Site 32:  rocky bottom stream, moderate flow, clear water, very productive, larvae mostly on trailing grass, some rock, 10°C"
ROME206371,DC Currie; P. Schaefer,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012231,2012-07-31,2012-07-31,2012-07-31,31 Jul 2012,North America,Canada,Nunavut,1-2m wide inflow to Merkly Lake near the Narrows,69.72455,-107.5165,69°43.473'N,107°30.99'W,Aquatic,"Site 33:  silty, moderate flow, silty water, very productive, larvae mostly on trailing grass, 11°C"
ROME206372,DC Currie; P. Schaefer,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012232,2012-08-01,2012-08-01,2012-08-01,1 Aug 2012,North America,Canada,Nunavut,3-4m wide inlet to river flowing into Yellow Bill,69.7112,-103.6325167,69°42.672'N,103°37.951'W,Aquatic,"Site 34:  slow to moderate flow, clear water, rocky substrate"
ROME206373,DC Currie; P. Schaefer,30,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012234,2012-08-01,2012-08-01,2012-08-01,1 Aug 2012,North America,Canada,Nunavut,0.5m wide river between 2 lakes,69.5538167,-103.3502833,69°33.229'N,103°21.017'W,Aquatic,"Site 36:  clear water, moderate flow"
ROME206374,DC Currie; P. Schaefer,30,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,subpusillum,"Rubtsov, 1940","Simulium subpusillum Rubtsov, 1940",ROM002012236,2012-08-01,2012-08-01,2012-08-01,1 Aug 2012,North America,Canada,Nunavut,0.1-0.2m wide trickle through grass,69.5426833,-103.2942167,69°32.561'N,103°17.653'W,Aquatic,"Site 38:  moderate flow, very deep, brown water, grass substrate"
ROME206375,DC Currie,5,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tormentor,"Adler, Currie & Wood, 2004","Simulium tormentor Adler, Currie & Wood, 2004",ROM002003201,2003-07-09,2003-07-09,2003-07-09,9 Jul 2003,North America,Canada,Nunavut,ca. 12 km NW town,61.21335,-94.1078167,"61°12.801'0""N","94°6.469'0""W",Aquatic,"temp 13.5°C, immature blackflies"
ROME206376,DC Currie; P. Schaefer,2,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tormentor,"Adler, Currie & Wood, 2004","Simulium tormentor Adler, Currie & Wood, 2004",ROM002012230,2012-07-31,2012-07-31,2012-07-31,31 Jul 2012,North America,Canada,Nunavut,4m wide inflow to Merkly Lake,69.8154833,-108.0124833,69°48.929'N,108°0.749'W,Aquatic,"Site 32:  rocky bottom stream, moderate flow, clear water, very productive, larvae mostly on trailing grass, some rock, 10°C"
ROME206377,DC Currie,5,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,truncatum,"(Lundström, 1911)","Simulium truncatum (Lundström, 1911)",ROM002003204,2003-07-10,2003-07-10,2003-07-10,10 Jul 2003,North America,Canada,Nunavut,warm tributary of Maguse River,61.299,-94.0852667,"61°17.94'0""N","94°5.116'0""W",Aquatic,"temp 17°C,  immature blackflies"
ROME206378,DC Currie,6,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002003210,2003-07-15,2003-07-15,2003-07-15,15 Jul 2003,North America,Canada,Nunavut,"Baker Lake, 14km NE Baker Lake, Prince River at bridge",64.3752667,-95.8804167,"64°22.516'0""N","95°52.825'0""W",Aquatic,"temp 11°C,  immature blackflies"
ROME206379,DC Currie; P. Schaefer,4,Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012200,2012-07-22,2012-07-22,2012-07-22,22 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 0.75m wide, warm pond outflow immediately E. twin bridges",69.1254833,-104.9987333,69°7.529'N,104°59.924'W,Aquatic,"Site 1:  warm clear water, rock and veg substrate, med flow, 11°C."
ROME206380,DC Currie; P. Schaefer,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012202,2012-07-23,2012-07-23,2012-07-23,23 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 0.2m wide outlet to small tundra pond near Mt. Pelly park gate",69.1847167,-104.7621333,69°11.083'N,104°45.728'W,Aquatic,"Site 4:  ~150m long, clear, rock and grass substrate, slow flow, 12°C"
ROME206381,DC Currie; P. Schaefer,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012204,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 10m wide well flowing stream, west of town",69.1320333,-105.4750667,69°7.922'N,105°28.504'W,Aquatic,"Site 6:  clear water, fast flow, mostly rock and some grass substrate 12°C"
ROME206382,DC Currie; P. Schaefer,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012204,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 10m wide well flowing stream, west of town",69.1320333,-105.4750667,69°7.922'N,105°28.504'W,Aquatic,"Site 6:  clear water, fast flow, mostly rock and some grass substrate 12°C"
ROME206383,DC Currie; P. Schaefer,10,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012206,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 0.50-0.75m wide pond outflow along beach west of town",69.1545667,-105.5398167,69°9.274'N,105°32.389'W,Aquatic,"Site 8:  clear water, slow to moderate flow, mostly grass some rock substrate, 16°C"
ROME206384,DC Currie; P. Schaefer,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012207,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"1m wide pond outflow 1 km west of Cambridge Bay, near golf course",69.1112667,-105.0880667,69°6.676'N,105°5.284'W,Aquatic,"Site 9: clear water, very productive, moderate flow, rock and veg substrate, 16°C"
ROME206385,DC Currie; P. Schaefer,1,Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012207,2012-07-24,2012-07-24,2012-07-24,24 Jul 2012,North America,Canada,Nunavut,"1m wide pond outflow 1 km west of Cambridge Bay, near golf course",69.1112667,-105.0880667,69°6.676'N,105°5.284'W,Aquatic,"Site 9: clear water, very productive, moderate flow, rock and veg substrate, 16°C"
ROME206386,DC Currie; P. Schaefer,1,Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012209,2012-07-25,2012-07-25,2012-07-25,25 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 6m wide tundra pond outlet along DEW line road",69.1581667,-105.19165,69°9.49'N,105°11.499'W,Aquatic,"Site 11:  100m long, clear, fast water, rock and veg substrate, 13°C"
ROME206387,DC Currie; P. Schaefer,20,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012210,2012-07-25,2012-07-25,2012-07-25,25 Jul 2012,North America,Canada,Nunavut,"Cambridge Bay, 1m wide outlet to tundra pond",69.1949167,-105.2075167,69°11.695'N,105°12.451'W,Aquatic,"Site 12:  clear water, moderate flow, mostly grass some rock substrate, 13°C"
ROME206388,DC Currie; P. Schaefer,30,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012216,2012-07-27,2012-07-27,2012-07-27,27 Jul 2012,North America,Canada,Nunavut,20m wide inflow into Byron Bay,68.9477167,-108.5011167,68°56.863'N,108°30.067'W,Aquatic,"Site 18:  wide braided stream. Clear, moderate flow, rock and grass substrate, 11°C"
ROME206389,DC Currie; P. Schaefer,50,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012217,2012-07-27,2012-07-27,2012-07-27,27 Jul 2012,North America,Canada,Nunavut,1-2m wide inflow into Byron Bay,68.9448667,-108.5352167,68°56.692'N,108°32.113'W,Aquatic,"Site 19:  Clear, moderate flow, rock and grass substrate, 10°C"
ROME206390,DC Currie; P. Schaefer,10,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012220,2012-07-28,2012-07-28,2012-07-28,28 Jul 2012,North America,Canada,Nunavut,1-2m wide tundra stream,69.7670167,-108.5492167,69°46.021'N,108°32.953'W,Aquatic,Site 22
ROME206391,DC Currie; P. Schaefer,2,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012214,2012-07-27,2012-07-27,2012-07-27,27 Jul 2012,North America,Canada,Nunavut,2-4m wide inflow to Mad Dog Lake,69.3639,-108.75045,69°21.834'N,108°45.027'W,Aquatic,"Site 16:  tumbling stream, clear water, fast flow, mostly rock substrate, 10°C"
ROME206392,DC Currie; P. Schaefer,10,Exuviae; Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012230,2012-07-31,2012-07-31,2012-07-31,31 Jul 2012,North America,Canada,Nunavut,4m wide inflow to Merkly Lake,69.8154833,-108.0124833,69°48.929'N,108°0.749'W,Aquatic,"Site 32:  rocky bottom stream, moderate flow, clear water, very productive, larvae mostly on trailing grass, some rock, 10°C"
ROME206393,DC Currie; P. Schaefer,30,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002012231,2012-07-31,2012-07-31,2012-07-31,31 Jul 2012,North America,Canada,Nunavut,1-2m wide inflow to Merkly Lake near the Narrows,69.72455,-107.5165,69°43.473'N,107°30.99'W,Aquatic,"Site 33:  silty, moderate flow, silty water, very productive, larvae mostly on trailing grass, 11°C"
ROME206394,P. Schaefer,30,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011192,2011-07-13,2011-07-13,2011-07-13,13 Jul 2011,North America,Canada,Nunavut,"Cambridge Bay, Small ice melt stream into ocean next to large river west of town",69.1448667,-105.4879333,69°8.692'N,105°29.276'W,General,
ROME206395,DC Currie; P. Schaefer,10,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010248,2010-06-24,2010-06-24,2010-06-24,24 Jun 2010,North America,Canada,Ontario,30 cm culvert stream on Percy S Way nr. jct. Quarry Road,51.2663667,-80.6569,51°15.982'N,80°39.414'W,Aquatic,"Ethanol, Carnoys, Trichoptera separately in ethanol"
ROME206396,P. Schaefer,10,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011190,2011-07-16,2011-07-16,2011-07-16,16 Jul 2011,North America,Canada,Nunavut,"Cambridge Bay, Small pond outflow on West Arm",69.0993167,-105.2226833,69°5.959'N,105°13.361'W,General,
ROME206397,DC Currie; P. Schaefer,10,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010247,2010-06-22,2010-06-22,2010-06-22,22 Jun 2010,North America,Canada,Ontario,2 m culvert stream at Quarry Road crossing near landfill site,51.2405667,-80.6825667,51°14.434'N,80°40.954'W,Aquatic,Ethanol
ROME206398,DC Currie; P. Schaefer,100,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010243,2010-06-19,2010-06-19,2010-06-19,19 Jun 2010,North America,Canada,Ontario,"1.2m tributary of Moose River, 0.28km W Butler Creek Bridge on Ferguson Road",51.2829333,-80.6200167,51°16.976'N,80°37.201'W,Aquatic,
ROME206399,P. Schaefer,50,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011184,2011-07-03,2011-07-03,2011-07-03,3 Jul 2011,North America,Canada,Nunavut,Snow melt tributary to S Lake,67.7848667,-115.2798167,67°47.092'N,115°16.789'W,General,
ROME206400,P. Schaefer,2,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011185,2011-07-03,2011-07-03,2011-07-03,3 Jul 2011,North America,Canada,Nunavut,Silty stream flowing into Four-mile Bay,67.8554833,-115.3028667,67°51.329'N,115°18.172'W,General,
ROME206401,DC Currie; P. Schaefer,1,Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010249,2010-06-24,2010-06-24,2010-06-24,24 Jun 2010,North America,Canada,Ontario,6 m wide stream at Quarry Road crossing near Moosonee Public Cemetery,51.2535167,-80.66445,51°15.211'N,80°39.867'W,Aquatic,
ROME206402,DC Currie; P. Schaefer,100,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010251,2010-06-27,2010-06-27,2010-06-27,27 Jun 2010,North America,Canada,Ontario,"1.2 m tributary of Moose River, 0.28 km w. Butler Creek Bridge on Ferguson Road",51.2829333,-80.6200167,51°16.976'N,80°37.201'W,Aquatic,Site 6 revisited
ROME206403,DC Currie; P. Schaefer,20,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010244,2010-06-19,2010-06-19,2010-06-19,19 Jun 2010,North America,Canada,Ontario,roadside trickle S Moosonee Power Plant,51.2071,-80.7113167,51°12.426'N,80°42.679'W,Aquatic,
ROME206404,DC Currie; P. Schaefer,10,Exuviae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010240,2010-06-18,2010-06-18,2010-06-18,18 Jun 2010,North America,Canada,Ontario,"Maidmans Creek, 6 m wide stream",51.2217833,-80.7000167,51°13.307'N,80°42.001'W,Aquatic,
ROME206405,DC Currie; P. Schaefer,5,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010242,2010-06-18/2010-06-19,2010-06-18,2010-06-19,18-19 Jun 2010,North America,Canada,Ontario,"20 cm. tributary of Store Creek, left bank below weir",51.27445,-80.6505833,51°16.467'N,80°39.035'W,Aquatic,Ethanol &amp; Carnoys
ROME206406,DJ Giberson,20,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002010368,2010-07-10,2010-07-10,2010-07-10,10 Jul 2010,North America,Canada,Quebec,Gilling R. 8 km S of town,54.7399,-66.7894167,54°44.394'N,66°47.365'W,General,
ROME206407,P. Schaefer,40,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011164,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,Cameron River rapids at end of trail from Cameron River day use area,62.49595,-113.5503833,62°29.757'N,113°33.023'W,General,
ROME206408,P. Schaefer,10,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011166,2011-06-08,2011-06-08,2011-06-08,8 Jun 2011,North America,Canada,Northwest Territories,Outflow from unnamed lake between Pontoon and Madeline Lake km25 of Ingraham Trail,62.5494833,-114.0453333,62°32.969'N,114°2.72'W,General,
ROME206409,P. Schaefer,50,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011171,2011-06-12,2011-06-12,2011-06-12,12 Jun 2011,North America,Canada,Northwest Territories,Stagg River at crossing with Hwy.4,62.7434667,-115.7254333,62°44.608'N,115°43.526'W,General,
ROME206410,P. Schaefer,10,Larvae; Pupae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011172,2011-06-12,2011-06-12,2011-06-12,12 Jun 2011,North America,Canada,Northwest Territories,Hill Creek at crossing with Hwy.4,62.73565,-115.6958333,62°44.139'N,115°41.75'W,General,
ROME206411,P. Schaefer,1,Larvae,Fluid,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,tuberosum,"(Lundström, 1911)","Simulium tuberosum (Lundström, 1911)",ROM002011200,2011-07-17,2011-07-17,2011-07-17,17 Jul 2011,North America,Canada,Nunavut,"Cambridge Bay, Large river west of town along beach",69.1318667,-105.4752667,69°7.912'N,105°28.516'W,General,
